Year,Quintile,Income,Race,Dollar
2015,Fourth fifth,76260,Black,2022
2015,Highest fifth,176400,Black,2022
2015,Top 5 percent,310100,Black,2022
2014,Lowest fifth,8171,Black,2022
2014,Second fifth,24230,Black,2022
2014,Middle fifth,43100,Black,2022
2014,Fourth fifth,71470,Black,2022
2014,Highest fifth,165200,Black,2022
2014,Top 5 percent,281700,Black,2022
2013,Lowest fifth,8445.5,Black,2022
2013,Second fifth,24260,Black,2022
2013,Middle fifth,43155,Black,2022
2013,Fourth fifth,70765,Black,2022
2013,Highest fifth,164300,Black,2022
2013,Top 5 percent,281500,Black,2022
2012,Lowest fifth,8219,Black,2022
2012,Second fifth,23300,Black,2022
2012,Middle fifth,42060,Black,2022
2012,Fourth fifth,70300,Black,2022
2012,Highest fifth,155100,Black,2022
2012,Top 5 percent,257500,Black,2022
2011,Lowest fifth,7927,Black,2022
2011,Second fifth,22560,Black,2022
2011,Middle fifth,41300,Black,2022
2011,Fourth fifth,69900,Black,2022
2011,Highest fifth,158900,Black,2022
2011,Top 5 percent,273700,Black,2022
2010,Lowest fifth,7802,Black,2022
2010,Second fifth,23270,Black,2022
2010,Middle fifth,42150,Black,2022
2010,Fourth fifth,70080,Black,2022
2010,Highest fifth,153600,Black,2022
2010,Top 5 percent,255300,Black,2022
2009,Lowest fifth,8830,Black,2022
2009,Second fifth,25100,Black,2022
2009,Middle fifth,43750,Black,2022
2009,Fourth fifth,71990,Black,2022
2009,Highest fifth,156400,Black,2022
2009,Top 5 percent,263700,Black,2022
2008,Lowest fifth,9082,Black,2022
2008,Second fifth,25920,Black,2022
2008,Middle fifth,44920,Black,2022
2008,Fourth fifth,72190,Black,2022
2008,Highest fifth,155400,Black,2022
2008,Top 5 percent,253900,Black,2022
2007,Lowest fifth,9039,Black,2022
2007,Second fifth,25810,Black,2022
2007,Middle fifth,46520,Black,2022
2007,Fourth fifth,75880,Black,2022
2007,Highest fifth,162600,Black,2022
2007,Top 5 percent,270700,Black,2022
2006,Lowest fifth,8849,Black,2022
2006,Second fifth,25830,Black,2022
2006,Middle fifth,45630,Black,2022
2006,Fourth fifth,73950,Black,2022
2006,Highest fifth,164400,Black,2022
2006,Top 5 percent,281100,Black,2022
2005,Lowest fifth,8659,Black,2022
2005,Second fifth,24720,Black,2022
2005,Middle fifth,44570,Black,2022
2005,Fourth fifth,72900,Black,2022
2005,Highest fifth,157100,Black,2022
2005,Top 5 percent,262100,Black,2022
2004,Lowest fifth,8383,Black,2022
2004,Second fifth,25170,Black,2022
2004,Middle fifth,44340,Black,2022
2004,Fourth fifth,72130,Black,2022
2004,Highest fifth,152300,Black,2022
2004,Top 5 percent,250800,Black,2022
2003,Lowest fifth,8929,Black,2022
2003,Second fifth,25160,Black,2022
2003,Middle fifth,45020,Black,2022
2003,Fourth fifth,73500,Black,2022
2003,Highest fifth,153900,Black,2022
2003,Top 5 percent,248900,Black,2022
2002,Lowest fifth,8997,Black,2022
2002,Second fifth,25470,Black,2022
2002,Middle fifth,45150,Black,2022
2002,Fourth fifth,72700,Black,2022
2002,Highest fifth,160700,Black,2022
2002,Top 5 percent,273700,Black,2022
2001,Lowest fifth,9352,Black,2022
2001,Second fifth,26430,Black,2022
2001,Middle fifth,46320,Black,2022
2001,Fourth fifth,74520,Black,2022
2001,Highest fifth,151800,Black,2022
2001,Top 5 percent,243700,Black,2022
2000,Lowest fifth,9988,Black,2022
2000,Second fifth,27520,Black,2022
2000,Middle fifth,47560,Black,2022
2000,Fourth fifth,75500,Black,2022
2000,Highest fifth,154200,Black,2022
2000,Top 5 percent,246800,Black,2022
1999,Lowest fifth,9802,Black,2022
1999,Second fifth,26370,Black,2022
1999,Middle fifth,46820,Black,2022
1999,Fourth fifth,76700,Black,2022
1999,Highest fifth,160000,Black,2022
1999,Top 5 percent,255500,Black,2022
1998,Lowest fifth,8813,Black,2022
1998,Second fifth,23820,Black,2022
1998,Middle fifth,42860,Black,2022
1998,Fourth fifth,70700,Black,2022
1998,Highest fifth,143400,Black,2022
1998,Top 5 percent,221200,Black,2022
1997,Lowest fifth,9034,Black,2022
1997,Second fifth,24050,Black,2022
1997,Middle fifth,42880,Black,2022
1997,Fourth fifth,69520,Black,2022
1997,Highest fifth,138000,Black,2022
1997,Top 5 percent,216500,Black,2022
1996,Lowest fifth,8868,Black,2022
1996,Second fifth,22830,Black,2022
1996,Middle fifth,41200,Black,2022
1996,Fourth fifth,67580,Black,2022
1996,Highest fifth,144600,Black,2022
1996,Top 5 percent,247700,Black,2022
1995,Lowest fifth,8680,Black,2022
1995,Second fifth,22490,Black,2022
1995,Middle fifth,40650,Black,2022
1995,Fourth fifth,66190,Black,2022
1995,Highest fifth,136100,Black,2022
1995,Top 5 percent,221000,Black,2022
1994,Lowest fifth,8160,Black,2022
1994,Second fifth,21200,Black,2022
1994,Middle fifth,38740,Black,2022
1994,Fourth fifth,65600,Black,2022
1994,Highest fifth,136300,Black,2022
1994,Top 5 percent,216700,Black,2022
1993,Lowest fifth,7767,Black,2022
1993,Second fifth,19640,Black,2022
1993,Middle fifth,36740,Black,2022
1993,Fourth fifth,60860,Black,2022
1993,Highest fifth,131800,Black,2022
1993,Top 5 percent,216200,Black,2022
1992,Lowest fifth,7551,Black,2022
1992,Second fifth,19140,Black,2022
1992,Middle fifth,36160,Black,2022
1992,Fourth fifth,60930,Black,2022
1992,Highest fifth,122200,Black,2022
1992,Top 5 percent,188300,Black,2022
1991,Lowest fifth,7612,Black,2022
1991,Second fifth,19470,Black,2022
1991,Middle fifth,37300,Black,2022
1991,Fourth fifth,62460,Black,2022
1991,Highest fifth,121300,Black,2022
1991,Top 5 percent,182100,Black,2022
1990,Lowest fifth,7852,Black,2022
1990,Second fifth,20040,Black,2022
1990,Middle fifth,38310,Black,2022
1990,Fourth fifth,63860,Black,2022
1990,Highest fifth,124800,Black,2022
1990,Top 5 percent,188800,Black,2022
1989,Lowest fifth,8152,Black,2022
1989,Second fifth,20670,Black,2022
1989,Middle fifth,38850,Black,2022
1989,Fourth fifth,64360,Black,2022
1989,Highest fifth,126400,Black,2022
1989,Top 5 percent,188000,Black,2022
1988,Lowest fifth,8195,Black,2022
1988,Second fifth,19570,Black,2022
1988,Middle fifth,36840,Black,2022
1988,Fourth fifth,62400,Black,2022
1988,Highest fifth,125700,Black,2022
1988,Top 5 percent,189300,Black,2022
1987,Lowest fifth,8006,Black,2022
1987,Second fifth,19380,Black,2022
1987,Middle fifth,36490,Black,2022
1987,Fourth fifth,60140,Black,2022
1987,Highest fifth,122700,Black,2022
1987,Top 5 percent,189900,Black,2022
1986,Lowest fifth,7539,Black,2022
1986,Second fifth,19450,Black,2022
1986,Middle fifth,36390,Black,2022
1986,Fourth fifth,60910,Black,2022
1986,Highest fifth,119500,Black,2022
1986,Top 5 percent,181700,Black,2022
1985,Lowest fifth,8278,Black,2022
1985,Second fifth,19750,Black,2022
1985,Middle fifth,35920,Black,2022
1985,Fourth fifth,59100,Black,2022
1985,Highest fifth,113800,Black,2022
1985,Top 5 percent,166800,Black,2022
1984,Lowest fifth,8119,Black,2022
1984,Second fifth,19120,Black,2022
1984,Middle fifth,34050,Black,2022
1984,Fourth fifth,56230,Black,2022
1984,Highest fifth,110000,Black,2022
1984,Top 5 percent,159900,Black,2022
1983,Lowest fifth,7715,Black,2022
1983,Second fifth,18230,Black,2022
1983,Middle fifth,33170,Black,2022
1983,Fourth fifth,55090,Black,2022
1983,Highest fifth,105000,Black,2022
1983,Top 5 percent,150000,Black,2022
1982,Lowest fifth,7728,Black,2022
1982,Second fifth,18540,Black,2022
1982,Middle fifth,33150,Black,2022
1982,Fourth fifth,55160,Black,2022
1982,Highest fifth,101900,Black,2022
1982,Top 5 percent,148400,Black,2022
1981,Lowest fifth,7953,Black,2022
1981,Second fifth,18500,Black,2022
1981,Middle fifth,32960,Black,2022
1981,Fourth fifth,54780,Black,2022
1981,Highest fifth,102400,Black,2022
1981,Top 5 percent,144100,Black,2022
1980,Lowest fifth,8224,Black,2022
1980,Second fifth,19320,Black,2022
1980,Middle fifth,34230,Black,2022
1980,Fourth fifth,56300,Black,2022
1980,Highest fifth,105100,Black,2022
1980,Top 5 percent,150700,Black,2022
1979,Lowest fifth,8717,Black,2022
1979,Second fifth,20300,Black,2022
1979,Middle fifth,35720,Black,2022
1979,Fourth fifth,58460,Black,2022
1979,Highest fifth,107400,Black,2022
1979,Top 5 percent,152500,Black,2022
1978,Lowest fifth,9135,Black,2022
1978,Second fifth,20370,Black,2022
1978,Middle fifth,36470,Black,2022
1978,Fourth fifth,59060,Black,2022
1978,Highest fifth,108500,Black,2022
1978,Top 5 percent,154400,Black,2022
1977,Lowest fifth,9274,Black,2022
1977,Second fifth,20500,Black,2022
1977,Middle fifth,34670,Black,2022
1977,Fourth fifth,55680,Black,2022
1977,Highest fifth,103800,Black,2022
1977,Top 5 percent,150300,Black,2022
1976,Lowest fifth,9176,Black,2022
1976,Second fifth,20330,Black,2022
1976,Middle fifth,35060,Black,2022
1976,Fourth fifth,56680,Black,2022
1976,Highest fifth,101800,Black,2022
1976,Top 5 percent,145900,Black,2022
1975,Lowest fifth,8909,Black,2022
1975,Second fifth,19530,Black,2022
1975,Middle fifth,34490,Black,2022
1975,Fourth fifth,54990,Black,2022
1975,Highest fifth,97990,Black,2022
1975,Top 5 percent,138100,Black,2022
1974,Lowest fifth,9116,Black,2022
1974,Second fifth,20610,Black,2022
1974,Middle fifth,35340,Black,2022
1974,Fourth fifth,55100,Black,2022
1974,Highest fifth,98900,Black,2022
1974,Top 5 percent,138600,Black,2022
1973,Lowest fifth,9167,Black,2022
1973,Second fifth,21170,Black,2022
1973,Middle fifth,36310,Black,2022
1973,Fourth fifth,57130,Black,2022
1973,Highest fifth,103800,Black,2022
1973,Top 5 percent,153400,Black,2022
1972,Lowest fifth,8673,Black,2022
1972,Second fifth,20270,Black,2022
1972,Middle fifth,34910,Black,2022
1972,Fourth fifth,55100,Black,2022
1972,Highest fifth,102200,Black,2022
1972,Top 5 percent,149000,Black,2022
1971,Lowest fifth,8329,Black,2022
1971,Second fifth,19690,Black,2022
1971,Middle fifth,34000,Black,2022
1971,Fourth fifth,52870,Black,2022
1971,Highest fifth,95710,Black,2022
1971,Top 5 percent,138000,Black,2022
1970,Lowest fifth,7941,Black,2022
1970,Second fifth,20090,Black,2022
1970,Middle fifth,34930,Black,2022
1970,Fourth fifth,54130,Black,2022
1970,Highest fifth,97770,Black,2022
1970,Top 5 percent,141000,Black,2022
1969,Lowest fifth,8168,Black,2022
1969,Second fifth,20330,Black,2022
1969,Middle fifth,34530,Black,2022
1969,Fourth fifth,52490,Black,2022
1969,Highest fifth,93220,Black,2022
1969,Top 5 percent,132900,Black,2022
1968,Lowest fifth,7959,Black,2022
1968,Second fifth,19650,Black,2022
1968,Middle fifth,32720,Black,2022
1968,Fourth fifth,50520,Black,2022
1968,Highest fifth,90190,Black,2022
1968,Top 5 percent,128100,Black,2022
1967,Lowest fifth,7350,Black,2022
1967,Second fifth,18090,Black,2022
1967,Middle fifth,31020,Black,2022
1967,Fourth fifth,47420,Black,2022
1967,Highest fifth,91050,Black,2022
1967,Top 5 percent,141700,Black,2022
2022,Lowest fifth,20380,Asian,2022
2022,Second fifth,63240,Asian,2022
2022,Middle fifth,108800,Asian,2022
2022,Fourth fifth,170200,Asian,2022
2022,Highest fifth,375800,Asian,2022
2022,Top 5 percent,646300,Asian,2022
2021,Lowest fifth,19630,Asian,2022
2021,Second fifth,61830,Asian,2022
2021,Middle fifth,108300,Asian,2022
2021,Fourth fifth,173700,Asian,2022
2021,Highest fifth,379400,Asian,2022
2021,Top 5 percent,664200,Asian,2022
2020,Lowest fifth,21520,Asian,2022
2020,Second fifth,62030,Asian,2022
2020,Middle fifth,108000,Asian,2022
2020,Fourth fifth,176900,Asian,2022
2020,Highest fifth,376400,Asian,2022
2020,Top 5 percent,615500,Asian,2022
2019,Lowest fifth,23790,Asian,2022
2019,Second fifth,66270,Asian,2022
2019,Middle fifth,111300,Asian,2022
2019,Fourth fifth,173300,Asian,2022
2019,Highest fifth,375100,Asian,2022
2019,Top 5 percent,649200,Asian,2022
2018,Lowest fifth,19070,Asian,2022
2018,Second fifth,58240,Asian,2022
2018,Middle fifth,100600,Asian,2022
2018,Fourth fifth,158700,Asian,2022
2018,Highest fifth,350600,Asian,2022
2018,Top 5 percent,600200,Asian,2022
2017,Lowest fifth,19070,Asian,2022
2017,Second fifth,58240,Asian,2022
2017,Middle fifth,100600,Asian,2022
2017,Fourth fifth,158700,Asian,2022
2017,Highest fifth,350600,Asian,2022
2017,Top 5 percent,600200,Asian,2022
2016,Lowest fifth,19000,Asian,2022
2016,Second fifth,57380,Asian,2022
2016,Middle fifth,97410,Asian,2022
2016,Fourth fifth,153800,Asian,2022
2016,Highest fifth,313600,Asian,2022
2016,Top 5 percent,521200,Asian,2022
2015,Lowest fifth,17090,Asian,2022
2015,Second fifth,54110,Asian,2022
2015,Middle fifth,93380,Asian,2022
2015,Fourth fifth,150000,Asian,2022
2015,Highest fifth,321700,Asian,2022
2015,Top 5 percent,554700,Asian,2022
2014,Lowest fifth,17340,Asian,2022
2014,Second fifth,51610,Asian,2022
2014,Middle fifth,90500,Asian,2022
2014,Fourth fifth,143000,Asian,2022
2014,Highest fifth,291100,Asian,2022
2014,Top 5 percent,487800,Asian,2022
2013,Lowest fifth,16220,Asian,2022
2013,Second fifth,50735,Asian,2022
2013,Middle fifth,86365,Asian,2022
2013,Fourth fifth,136050,Asian,2022
2013,Highest fifth,300750,Asian,2022
2013,Top 5 percent,528250,Asian,2022
2012,Lowest fifth,16950,Asian,2022
2012,Second fifth,50720,Asian,2022
2012,Middle fifth,84930,Asian,2022
2012,Fourth fifth,134100,Asian,2022
2012,Highest fifth,282600,Asian,2022
2012,Top 5 percent,473900,Asian,2022
2011,Lowest fifth,16140,Asian,2022
2011,Second fifth,47400,Asian,2022
2011,Middle fifth,82200,Asian,2022
2011,Fourth fifth,127600,Asian,2022
2011,Highest fifth,269600,Asian,2022
2011,Top 5 percent,464300,Asian,2022
2010,Lowest fifth,16420,Asian,2022
2010,Second fifth,48780,Asian,2022
2010,Middle fifth,83420,Asian,2022
2010,Fourth fifth,133800,Asian,2022
2010,Highest fifth,263800,Asian,2022
2010,Top 5 percent,414800,Asian,2022
2009,Lowest fifth,16100,Asian,2022
2009,Second fifth,49110,Asian,2022
2009,Middle fifth,85970,Asian,2022
2009,Fourth fifth,137400,Asian,2022
2009,Highest fifth,307500,Asian,2022
2009,Top 5 percent,560400,Asian,2022
2008,Lowest fifth,16430,Asian,2022
2008,Second fifth,48690,Asian,2022
2008,Middle fifth,86100,Asian,2022
2008,Fourth fifth,136900,Asian,2022
2008,Highest fifth,280500,Asian,2022
2008,Top 5 percent,476900,Asian,2022
2007,Lowest fifth,18090,Asian,2022
2007,Second fifth,53130,Asian,2022
2007,Middle fifth,90380,Asian,2022
2007,Fourth fifth,138400,Asian,2022
2007,Highest fifth,277500,Asian,2022
2007,Top 5 percent,462500,Asian,2022
2006,Lowest fifth,19210,Asian,2022
2006,Second fifth,54070,Asian,2022
2006,Middle fifth,89990,Asian,2022
2006,Fourth fifth,141100,Asian,2022
2006,Highest fifth,308700,Asian,2022
2006,Top 5 percent,576200,Asian,2022
2005,Lowest fifth,16970,Asian,2022
2005,Second fifth,52980,Asian,2022
2005,Middle fifth,88220,Asian,2022
2005,Fourth fifth,136600,Asian,2022
2005,Highest fifth,281800,Asian,2022
2005,Top 5 percent,467200,Asian,2022
2004,Lowest fifth,17980,Asian,2022
2004,Second fifth,51840,Asian,2022
2004,Middle fifth,85520,Asian,2022
2004,Fourth fifth,131700,Asian,2022
2004,Highest fifth,277500,Asian,2022
2004,Top 5 percent,486000,Asian,2022
2003,Lowest fifth,14200,Asian,2022
2003,Second fifth,47880,Asian,2022
2003,Middle fifth,83780,Asian,2022
2003,Fourth fifth,129600,Asian,2022
2003,Highest fifth,252200,Asian,2022
2003,Top 5 percent,399600,Asian,2022
2002,Lowest fifth,17660,Asian,2022
2002,Second fifth,49270,Asian,2022
2002,Middle fifth,81930,Asian,2022
2002,Fourth fifth,128200,Asian,2022
2002,Highest fifth,262200,Asian,2022
2002,Top 5 percent,445300,Asian,2022
